"","survey_series_id","survey_series_desc","survey_id","survey_desc","year","fishing_event_id","latitude","longitude","grouping_code","grouping_desc","grouping_depth_id","fe_end_deployment_time","fe_fishing_ground_comment","fe_begin_retrieval_time","depth_m","fe_bottom_water_temperature","trip_start_date","trip_end_date","hook_code","skate_count","lglsp_hook_count","area_swept_km2","trip_id","species_code","catch_count"
"22",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369544,49.185833,-123.761666,330,"SoG Dogfish 111 - 165 m","3",1989-10-10 15:17:00,"Gabriola Island",1989-10-10 17:33:00,121,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",172
"23",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369544,49.185833,-123.761666,330,"SoG Dogfish 111 - 165 m","3",1989-10-10 15:17:00,"Gabriola Island",1989-10-10 17:33:00,121,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"059",1
"24",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369544,49.185833,-123.761666,330,"SoG Dogfish 111 - 165 m","3",1989-10-10 15:17:00,"Gabriola Island",1989-10-10 17:33:00,121,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"442",2
"25",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369544,49.185833,-123.761666,330,"SoG Dogfish 111 - 165 m","3",1989-10-10 15:17:00,"Gabriola Island",1989-10-10 17:33:00,121,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"4GA",1
"26",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369531,49.837,-124.756833,331,"SoG Dogfish 166 - 220 m","4",1986-10-28 11:14:00,"Grants Reef",1986-10-28 13:29:00,178,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"044",129
"27",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369532,49.794833,-124.802666,332,"SoG Dogfish > 220 m","5",1986-10-28 14:30:00,"Mid Straits",1986-10-28 16:56:00,348,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"044",97
"28",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369532,49.794833,-124.802666,332,"SoG Dogfish > 220 m","5",1986-10-28 14:30:00,"Mid Straits",1986-10-28 16:56:00,348,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"455",2
"29",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369540,49.175166,-123.761166,328,"SoG Dogfish 0 - 55 m","1",1986-10-30 10:50:00,"Gabriola Island",1986-10-30 13:07:00,29,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"044",27
"30",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369540,49.175166,-123.761166,328,"SoG Dogfish 0 - 55 m","1",1986-10-30 10:50:00,"Gabriola Island",1986-10-30 13:07:00,29,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"059",5
"31",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369540,49.175166,-123.761166,328,"SoG Dogfish 0 - 55 m","1",1986-10-30 10:50:00,"Gabriola Island",1986-10-30 13:07:00,29,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"4GA",7
"32",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369541,49.188833,-123.765166,330,"SoG Dogfish 111 - 165 m","3",1986-10-30 11:47:00,"Gabriola Island",1986-10-30 14:09:00,161,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"044",124
"33",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369541,49.188833,-123.765166,330,"SoG Dogfish 111 - 165 m","3",1986-10-30 11:47:00,"Gabriola Island",1986-10-30 14:09:00,161,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"442",6
"34",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369582,49.857166,-124.753833,329,"SoG Dogfish 56 - 110 m","2",1989-10-18 10:44:00,"Grants Reef",1989-10-18 14:15:00,104,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",175
"35",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369582,49.857166,-124.753833,329,"SoG Dogfish 56 - 110 m","2",1989-10-18 10:44:00,"Grants Reef",1989-10-18 14:15:00,104,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"056",1
"36",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369582,49.857166,-124.753833,329,"SoG Dogfish 56 - 110 m","2",1989-10-18 10:44:00,"Grants Reef",1989-10-18 14:15:00,104,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"059",1
"37",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369582,49.857166,-124.753833,329,"SoG Dogfish 56 - 110 m","2",1989-10-18 10:44:00,"Grants Reef",1989-10-18 14:15:00,104,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"066",1
"38",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369582,49.857166,-124.753833,329,"SoG Dogfish 56 - 110 m","2",1989-10-18 10:44:00,"Grants Reef",1989-10-18 14:15:00,104,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"424",1
"39",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369582,49.857166,-124.753833,329,"SoG Dogfish 56 - 110 m","2",1989-10-18 10:44:00,"Grants Reef",1989-10-18 14:15:00,104,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"442",3
"40",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369582,49.857166,-124.753833,329,"SoG Dogfish 56 - 110 m","2",1989-10-18 10:44:00,"Grants Reef",1989-10-18 14:15:00,104,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"4GA",1
"41",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369546,49.000833,-123.550833,328,"SoG Dogfish 0 - 55 m","1",1989-10-11 09:10:00,"Porlier Pass",1989-10-11 12:20:00,44,NA,1989-10-10,1989-10-26,3,NA,501,0.0111706615296,75251,"044",28
"42",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369546,49.000833,-123.550833,328,"SoG Dogfish 0 - 55 m","1",1989-10-11 09:10:00,"Porlier Pass",1989-10-11 12:20:00,44,NA,1989-10-10,1989-10-26,3,NA,501,0.0111706615296,75251,"066",12
"43",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369546,49.000833,-123.550833,328,"SoG Dogfish 0 - 55 m","1",1989-10-11 09:10:00,"Porlier Pass",1989-10-11 12:20:00,44,NA,1989-10-10,1989-10-26,3,NA,501,0.0111706615296,75251,"424",6
"44",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369546,49.000833,-123.550833,328,"SoG Dogfish 0 - 55 m","1",1989-10-11 09:10:00,"Porlier Pass",1989-10-11 12:20:00,44,NA,1989-10-10,1989-10-26,3,NA,501,0.0111706615296,75251,"442",4
"45",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369546,49.000833,-123.550833,328,"SoG Dogfish 0 - 55 m","1",1989-10-11 09:10:00,"Porlier Pass",1989-10-11 12:20:00,44,NA,1989-10-10,1989-10-26,3,NA,501,0.0111706615296,75251,"4GA",11
"46",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369547,49.041,-123.583,330,"SoG Dogfish 111 - 165 m","3",1989-10-11 11:30:00,"Porlier Pass",1989-10-11 13:50:00,121,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",167
"47",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369547,49.041,-123.583,330,"SoG Dogfish 111 - 165 m","3",1989-10-11 11:30:00,"Porlier Pass",1989-10-11 13:50:00,121,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"059",2
"48",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369547,49.041,-123.583,330,"SoG Dogfish 111 - 165 m","3",1989-10-11 11:30:00,"Porlier Pass",1989-10-11 13:50:00,121,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"442",8
"49",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369547,49.041,-123.583,330,"SoG Dogfish 111 - 165 m","3",1989-10-11 11:30:00,"Porlier Pass",1989-10-11 13:50:00,121,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"602",1
"50",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369559,49.3895,-123.656166,331,"SoG Dogfish 166 - 220 m","4",1989-10-14 07:07:00,"Halibut Banks",1989-10-14 09:32:00,178,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",204
"51",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369559,49.3895,-123.656166,331,"SoG Dogfish 166 - 220 m","4",1989-10-14 07:07:00,"Halibut Banks",1989-10-14 09:32:00,178,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"059",1
"52",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369560,49.380833,-123.7225,329,"SoG Dogfish 56 - 110 m","2",1989-10-14 08:01:00,"Halibut Banks",1989-10-14 11:24:00,106,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",198
"53",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369561,49.383333,-123.747333,330,"SoG Dogfish 111 - 165 m","3",1989-10-14 10:44:00,"Halibut Banks",1989-10-14 13:05:00,135,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",218
"54",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369561,49.383333,-123.747333,330,"SoG Dogfish 111 - 165 m","3",1989-10-14 10:44:00,"Halibut Banks",1989-10-14 13:05:00,135,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"442",1
"55",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369565,49.357666,-124.348,329,"SoG Dogfish 56 - 110 m","2",1989-10-15 08:30:00,"French Creek",1989-10-15 10:45:00,64,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",142
"56",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369565,49.357666,-124.348,329,"SoG Dogfish 56 - 110 m","2",1989-10-15 08:30:00,"French Creek",1989-10-15 10:45:00,64,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"066",2
"57",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369565,49.357666,-124.348,329,"SoG Dogfish 56 - 110 m","2",1989-10-15 08:30:00,"French Creek",1989-10-15 10:45:00,64,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"225",1
"58",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369565,49.357666,-124.348,329,"SoG Dogfish 56 - 110 m","2",1989-10-15 08:30:00,"French Creek",1989-10-15 10:45:00,64,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"424",4
"59",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369565,49.357666,-124.348,329,"SoG Dogfish 56 - 110 m","2",1989-10-15 08:30:00,"French Creek",1989-10-15 10:45:00,64,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"442",4
"60",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369469,49.056,-123.613833,329,"SoG Dogfish 56 - 110 m","2",1986-10-16 09:08:00,"Porlier Pass",1986-10-16 12:23:00,101,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"044",102
"61",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369469,49.056,-123.613833,329,"SoG Dogfish 56 - 110 m","2",1986-10-16 09:08:00,"Porlier Pass",1986-10-16 12:23:00,101,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"051",1
"62",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369469,49.056,-123.613833,329,"SoG Dogfish 56 - 110 m","2",1986-10-16 09:08:00,"Porlier Pass",1986-10-16 12:23:00,101,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"066",3
"63",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369469,49.056,-123.613833,329,"SoG Dogfish 56 - 110 m","2",1986-10-16 09:08:00,"Porlier Pass",1986-10-16 12:23:00,101,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"414",1
"64",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369469,49.056,-123.613833,329,"SoG Dogfish 56 - 110 m","2",1986-10-16 09:08:00,"Porlier Pass",1986-10-16 12:23:00,101,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"442",6
"65",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369469,49.056,-123.613833,329,"SoG Dogfish 56 - 110 m","2",1986-10-16 09:08:00,"Porlier Pass",1986-10-16 12:23:00,101,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"4TO",3
"66",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369473,48.908333,-123.353666,328,"SoG Dogfish 0 - 55 m","1",1986-10-17 07:38:00,"Active Pass",1986-10-17 09:52:00,16,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"044",2
"67",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369473,48.908333,-123.353666,328,"SoG Dogfish 0 - 55 m","1",1986-10-17 07:38:00,"Active Pass",1986-10-17 09:52:00,16,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"066",27
"68",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369473,48.908333,-123.353666,328,"SoG Dogfish 0 - 55 m","1",1986-10-17 07:38:00,"Active Pass",1986-10-17 09:52:00,16,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"424",14
"69",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369473,48.908333,-123.353666,328,"SoG Dogfish 0 - 55 m","1",1986-10-17 07:38:00,"Active Pass",1986-10-17 09:52:00,16,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"467",6
"70",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369473,48.908333,-123.353666,328,"SoG Dogfish 0 - 55 m","1",1986-10-17 07:38:00,"Active Pass",1986-10-17 09:52:00,16,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"4X8",21
"71",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369473,48.908333,-123.353666,328,"SoG Dogfish 0 - 55 m","1",1986-10-17 07:38:00,"Active Pass",1986-10-17 09:52:00,16,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"4Z9",3
"72",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369475,48.925833,-123.384166,330,"SoG Dogfish 111 - 165 m","3",1986-10-17 11:31:00,"Active Pass",1986-10-17 13:52:00,161,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"044",126
"73",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369475,48.925833,-123.384166,330,"SoG Dogfish 111 - 165 m","3",1986-10-17 11:31:00,"Active Pass",1986-10-17 13:52:00,161,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"058",1
"74",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369475,48.925833,-123.384166,330,"SoG Dogfish 111 - 165 m","3",1986-10-17 11:31:00,"Active Pass",1986-10-17 13:52:00,161,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"059",1
"75",76,"Strait of Georgia Dogfish Longline",498,"1986 Strait of Georgia Dogfish Longline Survey",1986,3369475,48.925833,-123.384166,330,"SoG Dogfish 111 - 165 m","3",1986-10-17 11:31:00,"Active Pass",1986-10-17 13:52:00,161,NA,1986-10-15,1986-10-30,3,NA,500,0.0111483648,75250,"066",2
"76",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369545,49.065666,-123.576833,331,"SoG Dogfish 166 - 220 m","4",1989-10-11 08:00:00,"Porlier Pass",1989-10-11 10:05:00,205,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",107
"77",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369545,49.065666,-123.576833,331,"SoG Dogfish 166 - 220 m","4",1989-10-11 08:00:00,"Porlier Pass",1989-10-11 10:05:00,205,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"059",1
"78",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369545,49.065666,-123.576833,331,"SoG Dogfish 166 - 220 m","4",1989-10-11 08:00:00,"Porlier Pass",1989-10-11 10:05:00,205,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"066",2
"79",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369545,49.065666,-123.576833,331,"SoG Dogfish 166 - 220 m","4",1989-10-11 08:00:00,"Porlier Pass",1989-10-11 10:05:00,205,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"455",1
"80",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369545,49.065666,-123.576833,331,"SoG Dogfish 166 - 220 m","4",1989-10-11 08:00:00,"Porlier Pass",1989-10-11 10:05:00,205,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"602",1
"81",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369551,48.924,-123.3745,330,"SoG Dogfish 111 - 165 m","3",1989-10-12 10:35:00,"Active Pass",1989-10-12 12:45:00,126,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"044",102
"82",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369551,48.924,-123.3745,330,"SoG Dogfish 111 - 165 m","3",1989-10-12 10:35:00,"Active Pass",1989-10-12 12:45:00,126,NA,1989-10-10,1989-10-26,3,NA,500,0.0111483648,75251,"066",6
"83",76,"Strait of Georgia Dogfish Longline",499,"1989 Strait of Georgia Dogfish Longline Survey",1989,3369554,49.175333,-123.2975,328,"SoG Dogfish 0 - 55 m","1",1989-10-13 07:20:00,"Sturgeon Bank",1989-10-13 09:29:00,42,NA,1989-10-10,1989-10-26,3,NA,502,0.0111929582592,75251,"044",233
